visitorid,recency,frequency,recency_score,frequency_score,RF_SCORE,segment,itemid,day_of_week,hour_of_day,purchased,total_events,total_purchases,last_purchase_timestamp,interaction_density,popularity_percentile,time_since_last_purchase
1358430,1,0,5,4,54,champions,74661,6,23,0,349,0,2015-09-18 00:12:35.690,0.0,0.47442366024138416,3040
570669,1,23,5,5,55,champions,171959,4,17,0,154,0,2015-09-13 22:40:47.196,0.0,0.47442366024138416,3044
152963,1,15204,5,5,55,champions,100188,3,19,0,33,3,2015-09-15 18:46:15.917,0.09090909090909091,0.9933208826644998,3042
593999,3,0,4,2,42,potential_loyalists,66145,0,3,0,204,0,2015-09-16 23:35:29.335,0.0,0.47442366024138416,3041
451308,2,0,5,2,52,potential_loyalists,43032,3,0,0,9,0,2015-09-12 04:20:52.773,0.0,0.47442366024138416,3046
274852,8,1,3,4,34,loyal_customers,234960,2,19,0,15,1,2015-09-11 05:47:54.880,0.06666666666666667,0.9652537001033774,3047
1196135,20,0,2,4,24,at_Risk,461766,0,7,0,12,0,2015-08-30 05:49:25.342,0.0,0.47442366024138416,3059
1159542,8,5,3,5,35,loyal_customers,44800,3,1,0,25,1,2015-09-11 02:10:32.791,0.04,0.9652537001033774,3047
725477,3,6,4,5,45,loyal_customers,308218,2,0,0,64,0,2015-09-16 20:53:52.739,0.0,0.47442366024138416,3041
1385966,23,0,1,4,14,at_Risk,281130,6,15,0,9,0,2015-08-27 04:07:19.068,0.0,0.47442366024138416,3062
110186,1,0,5,1,51,new_customers,393744,3,21,0,381,0,2015-09-18 02:36:34.123,0.0,0.47442366024138416,3040
351211,2,38,5,5,55,champions,167769,6,4,0,191,9,2015-09-17 19:37:33.689,0.04712041884816754,0.9993512322333352,3040
692079,119,0,1,2,12,hibernating,104683,5,2,0,1,0,2015-05-23 02:34:43.260,0.0,0.47442366024138416,3158
940130,4,0,4,3,43,potential_loyalists,310375,4,3,0,14,0,2015-09-15 17:36:55.847,0.0,0.47442366024138416,3042
995960,9,0,2,3,23,at_Risk,310224,0,9,0,23,0,2015-09-10 07:00:23.225,0.0,0.47442366024138416,3048
249113,1,6,5,5,55,champions,365787,0,21,0,290,3,2015-09-16 01:40:21.276,0.010344827586206896,0.9933208826644998,3042
1387004,4,1,4,4,44,loyal_customers,153099,6,3,0,90,1,2015-09-15 02:31:44.199,0.011111111111111112,0.9652537001033774,3043
1256796,3,3,4,5,45,loyal_customers,250084,1,2,0,11,1,2015-09-10 17:16:31.754,0.09090909090909091,0.9652537001033774,3047
1198074,15,8,2,5,25,cant_loose,23528,2,3,0,30,0,2015-09-04 22:15:10.294,0.0,0.47442366024138416,3053
643768,1,83,5,5,55,champions,231514,4,21,1,19,1,2015-09-16 20:13:10.151,0.05263157894736842,0.9652537001033774,3041
470365,4,1,4,4,44,loyal_customers,412409,0,5,0,61,0,2015-09-13 04:41:19.664,0.0,0.47442366024138416,3045
1300541,4,0,4,4,44,loyal_customers,252483,2,19,0,102,0,2015-09-14 08:56:52.969,0.0,0.47442366024138416,3044
685429,5,0,3,2,32,about_to_sleep,465252,6,23,0,33,0,2015-09-13 23:08:33.022,0.0,0.47442366024138416,3044
1400703,3,0,4,4,44,loyal_customers,31471,3,13,0,74,0,2015-09-12 20:37:34.873,0.0,0.47442366024138416,3045
990647,3,1,4,4,44,loyal_customers,48794,2,20,0,69,0,2015-09-14 17:56:18.803,0.0,0.47442366024138416,3043
1167572,1,2,5,5,55,champions,34763,0,21,0,109,2,2015-09-18 02:20:49.728,0.01834862385321101,0.9864971220236449,3040
174589,4,0,4,1,41,promising,254008,4,17,0,62,0,2015-09-15 16:43:22.716,0.0,0.47442366024138416,3042
1150086,1,28930,5,5,55,champions,2455,2,15,0,153,6,2015-09-17 05:41:39.316,0.0392156862745098,0.9984429573600044,3041
521550,2,0,5,2,52,potential_loyalists,258794,6,6,0,27,0,2015-08-25 20:36:09.696,0.0,0.47442366024138416,3063
541656,2,0,5,2,52,potential_loyalists,289441,3,19,0,104,0,2015-09-17 20:44:14.174,0.0,0.47442366024138416,3040
1286034,26,0,1,4,14,at_Risk,433699,4,14,0,19,0,2015-08-24 00:34:37.082,0.0,0.47442366024138416,3065
904798,4,0,4,3,43,potential_loyalists,361239,0,4,0,2,0,2015-06-22 04:33:18.725,0.0,0.47442366024138416,3128
82928,3,6,4,5,45,loyal_customers,101156,0,1,0,112,2,2015-09-16 16:01:08.545,0.017857142857142856,0.9864971220236449,3041
10122,1,9,5,5,55,champions,330506,4,2,0,515,4,2015-09-16 17:13:23.264,0.007766990291262136,0.9962414011682074,3041
226537,3,0,4,1,41,promising,426684,6,22,0,168,0,2015-09-16 17:47:43.748,0.0,0.47442366024138416,3041
55764,4,0,4,1,41,promising,409497,5,23,0,11,0,2015-09-15 17:19:55.881,0.0,0.47442366024138416,3042
963277,1,0,5,3,53,potential_loyalists,397454,2,17,0,69,0,2015-09-14 00:11:18.870,0.0,0.47442366024138416,3044
417657,4,7,4,5,45,loyal_customers,90868,0,0,0,17,0,2015-09-01 16:14:38.948,0.0,0.47442366024138416,3056
1307313,1,59,5,5,55,champions,104468,5,2,0,157,3,2015-09-15 10:28:10.825,0.01910828025477707,0.9933208826644998,3043
1208025,2,2,5,5,55,champions,432633,2,2,0,49,0,2015-09-15 16:41:24.478,0.0,0.47442366024138416,3042
1406081,3,0,4,4,44,loyal_customers,430511,3,1,0,37,0,2015-09-16 21:25:48.045,0.0,0.47442366024138416,3041
812525,13,0,2,3,23,at_Risk,82060,4,15,0,20,0,2015-09-06 16:58:11.120,0.0,0.47442366024138416,3051
1340261,6,1,3,4,34,loyal_customers,274226,0,22,0,134,1,2015-09-13 17:47:43.056,0.007462686567164179,0.9652537001033774,3044
444913,2,47,5,5,55,champions,339808,2,17,0,308,6,2015-09-17 21:22:56.300,0.01948051948051948,0.9984429573600044,3040
76757,1,6344,5,5,55,champions,306034,1,0,0,169,2,2015-09-16 03:33:36.986,0.011834319526627219,0.9864971220236449,3042
853194,2,26,5,5,55,champions,354676,4,5,0,259,0,2015-08-17 03:50:18.592,0.0,0.47442366024138416,3072
308114,2,2,5,5,55,champions,383828,6,0,0,211,1,2015-09-17 04:27:21.217,0.004739336492890996,0.9652537001033774,3041
204576,6,3,3,5,35,loyal_customers,109025,1,19,0,118,3,2015-09-13 19:03:15.542,0.025423728813559324,0.9933208826644998,3044
906584,4,0,4,3,43,potential_loyalists,95655,2,8,0,77,0,2015-09-15 03:06:43.403,0.0,0.47442366024138416,3043
511665,6,0,3,2,32,about_to_sleep,70500,6,17,0,33,0,2015-09-13 23:19:28.090,0.0,0.47442366024138416,3044
1118471,4,7,4,5,45,loyal_customers,115696,0,4,0,384,2,2015-09-15 20:11:31.051,0.005208333333333333,0.9864971220236449,3042
38361,13,0,2,1,21,hibernating,354348,6,1,0,37,0,2015-09-06 01:44:01.175,0.0,0.47442366024138416,3052
1210604,4,0,4,4,44,loyal_customers,80319,3,0,0,72,0,2015-09-11 03:35:27.178,0.0,0.47442366024138416,3047
1388288,2,25,5,5,55,champions,112112,5,16,0,45,1,2015-06-08 23:01:23.735,0.022222222222222223,0.9652537001033774,3141
1034759,8,0,3,3,33,need_attention,226948,3,16,0,19,0,2015-09-11 19:06:33.866,0.0,0.47442366024138416,3046
530730,2,14,5,5,55,champions,199874,1,13,0,212,2,2015-09-17 18:48:47.011,0.009433962264150943,0.9864971220236449,3040
37020,4,2,4,4,44,loyal_customers,317978,5,15,0,75,2,2015-09-15 03:42:53.993,0.02666666666666667,0.9864971220236449,3043
286662,16,1,2,4,24,at_Risk,114953,3,1,0,54,1,2015-09-03 00:02:43.601,0.018518518518518517,0.9652537001033774,3055
1002439,3,2,4,5,45,loyal_customers,27216,2,4,0,98,2,2015-09-16 04:59:00.739,0.02040816326530612,0.9864971220236449,3042
378371,5,0,3,1,31,about_to_sleep,319099,2,6,0,51,0,2015-09-14 21:21:16.513,0.0,0.47442366024138416,3043
734464,1,0,5,2,52,potential_loyalists,298196,2,15,0,527,0,2015-09-18 02:47:49.051,0.0,0.47442366024138416,3040
744333,6,0,3,2,32,about_to_sleep,439973,1,17,0,3,0,2015-09-13 23:11:30.123,0.0,0.47442366024138416,3044
1381059,5,0,3,4,34,loyal_customers,20671,0,19,0,131,0,2015-09-14 17:46:45.871,0.0,0.47442366024138416,3043
119828,2,0,5,1,51,new_customers,13844,2,20,0,99,0,2015-09-17 17:03:00.115,0.0,0.47442366024138416,3040
163561,1,9944,5,5,55,champions,218648,0,0,0,46,2,2015-09-11 17:40:32.246,0.043478260869565216,0.9864971220236449,3046
403019,6,0,3,2,32,about_to_sleep,122108,1,23,0,3,0,2015-06-28 06:02:45.065,0.0,0.47442366024138416,3122
1376724,41,0,1,4,14,at_Risk,15026,3,23,0,19,0,2015-08-09 13:04:20.016,0.0,0.47442366024138416,3080
409891,9,0,2,2,22,hibernating,211868,1,13,0,76,0,2015-09-10 22:13:52.195,0.0,0.47442366024138416,3047
1356554,4,2,4,5,45,loyal_customers,178163,3,2,0,120,1,2015-09-15 05:54:49.178,0.008333333333333333,0.9652537001033774,3043
396386,1,59,5,5,55,champions,296619,6,22,0,305,0,2015-09-17 16:05:40.769,0.0,0.47442366024138416,3040
702503,27,0,1,2,12,hibernating,307667,1,23,0,7,0,2015-08-23 23:08:52.913,0.0,0.47442366024138416,3065
522445,2,0,5,2,52,potential_loyalists,265674,2,19,0,233,0,2015-09-17 20:57:50.000,0.0,0.47442366024138416,3040
1366013,1,34,5,5,55,champions,243853,6,19,0,13,0,2015-07-17 18:08:12.083,0.0,0.47442366024138416,3102
41458,3,0,4,1,41,promising,321806,4,5,0,112,0,2015-09-16 04:09:05.865,0.0,0.47442366024138416,3042
982863,5,5,3,5,35,loyal_customers,302329,2,23,0,271,5,2015-09-14 20:44:23.418,0.01845018450184502,0.9976814528994601,3043
889202,9,0,2,3,23,at_Risk,24189,2,4,0,31,0,2015-09-08 03:07:12.859,0.0,0.47442366024138416,3050
1110713,58,1,1,4,14,at_Risk,284455,3,20,0,25,1,2015-07-23 15:46:52.420,0.04,0.9652537001033774,3096
438542,11,0,2,2,22,hibernating,407940,3,15,0,54,0,2015-09-08 19:26:41.114,0.0,0.47442366024138416,3049
854812,2,1,5,4,54,champions,421465,5,23,0,103,1,2015-09-17 01:56:10.342,0.009708737864077669,0.9652537001033774,3041
255859,2,25,5,5,55,champions,45649,1,2,0,37,1,2015-09-15 19:24:12.972,0.02702702702702703,0.9652537001033774,3042
500367,9,1,2,4,24,at_Risk,384514,1,20,0,97,1,2015-09-10 01:11:32.846,0.010309278350515464,0.9652537001033774,3048
386187,2,90,5,5,55,champions,398452,1,14,0,200,0,2015-09-03 17:50:51.578,0.0,0.47442366024138416,3054
87190,86,0,1,1,11,hibernating,275199,3,15,0,2,0,2015-06-25 15:03:50.265,0.0,0.47442366024138416,3124
1242171,2,5,5,5,55,champions,829,2,12,0,263,5,2015-09-17 00:13:58.604,0.019011406844106463,0.9976814528994601,3041
422897,5,7,3,5,35,loyal_customers,134831,3,10,0,41,0,2015-09-14 01:07:03.460,0.0,0.47442366024138416,3044
240285,1,0,5,1,51,new_customers,302696,4,17,0,231,0,2015-09-18 01:22:30.049,0.0,0.47442366024138416,3040
541355,1,13,5,5,55,champions,349680,3,15,0,11,0,2015-08-26 17:05:59.528,0.0,0.47442366024138416,3062
1143739,12,0,2,3,23,at_Risk,286314,3,15,0,85,0,2015-09-07 17:02:39.734,0.0,0.47442366024138416,3050
466891,3,0,4,2,42,potential_loyalists,321806,4,7,0,112,0,2015-09-16 04:09:05.865,0.0,0.47442366024138416,3042
923337,2,1,5,4,54,champions,345944,0,2,0,109,0,2015-08-26 13:01:09.822,0.0,0.47442366024138416,3063
406820,6,0,3,2,32,about_to_sleep,102991,5,19,0,59,0,2015-09-05 16:19:59.537,0.0,0.47442366024138416,3052
456206,19,0,2,2,22,hibernating,300699,0,23,0,11,0,2015-08-31 23:48:55.376,0.0,0.47442366024138416,3057
331535,1,0,5,1,51,new_customers,271043,6,21,0,153,0,2015-09-18 01:03:35.225,0.0,0.47442366024138416,3040
361993,5,0,3,1,31,about_to_sleep,55834,4,15,0,31,0,2015-09-14 23:08:45.943,0.0,0.47442366024138416,3043
825322,9,0,2,3,23,at_Risk,226915,5,13,0,18,0,2015-09-10 17:56:49.386,0.0,0.47442366024138416,3047
568195,8,0,3,2,32,about_to_sleep,140765,3,17,0,16,0,2015-09-11 01:57:27.224,0.0,0.47442366024138416,3047
161100,12,1,2,4,24,at_Risk,257611,5,19,0,31,1,2015-09-07 06:09:08.307,0.03225806451612903,0.9652537001033774,3051
846727,4,0,4,3,43,potential_loyalists,456262,0,2,0,167,0,2015-09-15 20:26:53.599,0.0,0.47442366024138416,3042
1037876,3,8,4,5,45,loyal_customers,313668,2,1,0,1,0,2015-06-24 01:03:59.002,0.0,0.47442366024138416,3126
673527,26,0,1,2,12,hibernating,277185,0,8,0,5,0,2015-08-24 03:18:18.970,0.0,0.47442366024138416,3065
169029,7,13,3,5,35,loyal_customers,379013,3,4,0,122,3,2015-09-08 10:00:52.305,0.02459016393442623,0.9933208826644998,3050
442077,2,6,5,5,55,champions,307770,0,18,0,77,3,2015-09-11 03:31:39.665,0.03896103896103896,0.9933208826644998,3047
992267,3,8,4,5,45,loyal_customers,302563,3,3,0,429,1,2015-09-16 23:25:24.541,0.002331002331002331,0.9652537001033774,3041
337383,2,47,5,5,55,champions,409804,1,23,0,838,35,2015-09-16 20:04:05.411,0.041766109785202864,0.9999574578513662,3041
359177,4,0,4,1,41,promising,413710,6,3,0,14,0,2015-09-15 15:37:43.765,0.0,0.47442366024138416,3042
852670,6,0,3,3,33,need_attention,248816,3,4,0,49,0,2015-09-13 16:57:27.621,0.0,0.47442366024138416,3044
226327,2,0,5,1,51,new_customers,314996,5,4,0,100,0,2015-09-17 23:13:21.183,0.0,0.47442366024138416,3040
1350442,2,2,5,5,55,champions,313906,6,17,0,12,0,2015-07-21 01:49:22.047,0.0,0.47442366024138416,3099
938179,7,0,3,3,33,need_attention,82081,6,23,0,18,0,2015-09-12 19:49:19.978,0.0,0.47442366024138416,3045
1034196,2,0,5,3,53,potential_loyalists,343537,6,4,0,157,0,2015-09-17 20:27:46.506,0.0,0.47442366024138416,3040
1236102,1,54,5,5,55,champions,371155,2,22,0,299,3,2015-09-18 02:21:06.915,0.010033444816053512,0.9933208826644998,3040
1360519,7,2,3,5,35,loyal_customers,249247,2,18,0,19,2,2015-09-12 19:03:04.355,0.10526315789473684,0.9864971220236449,3045
562531,4,0,4,2,42,potential_loyalists,326205,5,18,0,47,0,2015-09-15 04:09:03.761,0.0,0.47442366024138416,3043
1352743,2,4,5,5,55,champions,417464,5,0,0,251,4,2015-09-17 20:41:18.794,0.01593625498007968,0.9962414011682074,3040
160702,4,0,4,1,41,promising,329931,4,19,0,26,0,2015-07-30 16:35:34.431,0.0,0.47442366024138416,3089
1313308,2,1,5,4,54,champions,396007,6,4,0,66,1,2015-09-15 20:36:15.335,0.015151515151515152,0.9652537001033774,3042
1331437,38,0,1,4,14,at_Risk,194299,6,4,0,5,0,2015-08-12 21:41:25.894,0.0,0.47442366024138416,3076
1255331,17,0,2,4,24,at_Risk,248983,0,0,0,21,0,2015-09-02 16:14:39.505,0.0,0.47442366024138416,3055
862841,3,4,4,5,45,loyal_customers,244834,4,4,0,60,4,2015-09-16 21:43:03.395,0.06666666666666667,0.9962414011682074,3041
1397401,10,0,2,4,24,at_Risk,220996,2,20,0,19,0,2015-09-09 20:09:14.702,0.0,0.47442366024138416,3048
688098,95,0,1,2,12,hibernating,429631,5,20,0,51,0,2015-06-16 21:20:12.632,0.0,0.47442366024138416,3133
637085,3,0,4,2,42,potential_loyalists,29100,5,18,0,982,0,2015-09-16 20:35:36.865,0.0,0.47442366024138416,3041
518659,1,3808,5,5,55,champions,1987,1,23,0,30,0,2015-09-09 15:06:31.443,0.0,0.47442366024138416,3048
202133,17,0,2,1,21,hibernating,93101,1,0,0,282,0,2015-09-02 22:10:25.230,0.0,0.47442366024138416,3055
606997,29,0,1,2,12,hibernating,206239,2,8,0,8,0,2015-08-21 16:35:47.086,0.0,0.47442366024138416,3067
1124368,31,1,1,4,14,at_Risk,446500,3,19,0,47,1,2015-08-19 03:55:42.614,0.02127659574468085,0.9652537001033774,3070
1209732,12,5,2,5,25,cant_loose,302725,2,19,0,2,0,2015-09-02 19:26:24.651,0.0,0.47442366024138416,3055
479932,4,0,4,2,42,potential_loyalists,198506,3,3,0,48,0,2015-09-15 20:36:41.874,0.0,0.47442366024138416,3042
1357660,6,0,3,4,34,loyal_customers,160372,2,15,0,46,0,2015-09-13 07:12:47.405,0.0,0.47442366024138416,3045
1081220,2,132,5,5,55,champions,227869,1,6,0,260,1,2015-09-17 13:17:20.219,0.0038461538461538464,0.9652537001033774,3041
552720,18,0,2,2,22,hibernating,275476,2,4,0,25,0,2015-09-01 17:12:17.224,0.0,0.47442366024138416,3056
458723,5,1,3,4,34,loyal_customers,234010,3,7,0,1,0,2015-08-13 07:59:43.759,0.0,0.47442366024138416,3076
933062,114,0,1,3,13,at_Risk,166953,3,6,0,1,0,2015-05-28 06:42:48.394,0.0,0.47442366024138416,3153
299633,4,0,4,1,41,promising,275097,1,19,0,21,0,2015-09-14 18:04:00.019,0.0,0.47442366024138416,3043
324344,2,12,5,5,55,champions,151538,4,4,0,62,2,2015-09-03 13:02:17.225,0.03225806451612903,0.9864971220236449,3055
466786,2,3,5,5,55,champions,138834,1,22,0,117,2,2015-09-11 05:23:36.133,0.017094017094017096,0.9864971220236449,3047
142445,2,0,5,1,51,new_customers,452147,2,23,0,49,0,2015-09-17 18:23:07.502,0.0,0.47442366024138416,3040
297630,2,2,5,5,55,champions,188792,3,14,0,136,2,2015-09-10 23:24:59.273,0.014705882352941176,0.9864971220236449,3047
409343,2,7,5,5,55,champions,423300,5,7,0,32,0,2015-09-07 22:37:34.797,0.0,0.47442366024138416,3050
29529,3,21,4,5,45,loyal_customers,459475,1,19,0,526,7,2015-09-16 19:07:14.114,0.013307984790874524,0.9988832685983638,3041
986454,1,0,5,3,53,potential_loyalists,21369,1,13,0,18,0,2015-09-18 00:35:14.030,0.0,0.47442366024138416,3040
1094334,3,0,4,3,43,potential_loyalists,103687,3,6,0,6,0,2015-08-30 06:57:12.930,0.0,0.47442366024138416,3059
577459,1,10,5,5,55,champions,20017,6,16,0,182,0,2015-09-11 22:41:04.384,0.0,0.47442366024138416,3046
479320,2,10,5,5,55,champions,245168,0,21,0,171,5,2015-09-05 02:02:21.973,0.029239766081871343,0.9976814528994601,3053
625023,2,1,5,4,54,champions,59231,2,14,0,2,0,2015-08-26 14:36:33.295,0.0,0.47442366024138416,3062
1140909,18,0,2,3,23,at_Risk,456343,1,21,0,3,0,2015-09-01 21:43:30.115,0.0,0.47442366024138416,3056
1141090,4,7,4,5,45,loyal_customers,156468,0,14,0,44,1,2015-09-08 00:33:14.120,0.022727272727272728,0.9652537001033774,3050
796210,48,0,1,3,13,at_Risk,451778,1,4,0,26,0,2015-08-02 22:59:14.507,0.0,0.47442366024138416,3086
1082008,5,1,3,4,34,loyal_customers,338349,6,23,0,2,0,2015-08-30 01:36:37.817,0.0,0.47442366024138416,3059
721728,5,0,3,2,32,about_to_sleep,275075,6,6,0,49,0,2015-09-14 03:11:40.501,0.0,0.47442366024138416,3044
311352,1,68,5,5,55,champions,869,4,20,0,693,7,2015-09-16 23:12:49.277,0.010101010101010102,0.9988832685983638,3041
220764,5,0,3,1,31,about_to_sleep,241245,1,17,0,148,0,2015-09-14 02:47:27.972,0.0,0.47442366024138416,3044
277650,2,5,5,5,55,champions,236929,2,4,0,21,0,2015-08-24 21:46:06.192,0.0,0.47442366024138416,3064
10638,3,2,4,4,44,loyal_customers,260616,4,0,0,75,0,2015-08-03 18:53:16.304,0.0,0.47442366024138416,3085
278789,1,9,5,5,55,champions,43349,0,2,0,19,0,2015-09-14 03:13:13.241,0.0,0.47442366024138416,3044
1393954,2,7,5,5,55,champions,320494,2,0,0,636,3,2015-09-16 18:37:27.091,0.0047169811320754715,0.9933208826644998,3041
422516,4,1,4,4,44,loyal_customers,49674,0,17,0,28,0,2015-08-23 02:53:20.578,0.0,0.47442366024138416,3066
1103805,5,0,3,3,33,need_attention,223164,4,13,0,36,0,2015-09-14 03:03:10.111,0.0,0.47442366024138416,3044
969981,5,0,3,3,33,need_attention,461583,0,23,0,12,0,2015-07-27 03:31:58.551,0.0,0.47442366024138416,3093
1150086,1,28930,5,5,55,champions,379534,5,19,0,22,0,2015-09-10 22:17:14.930,0.0,0.47442366024138416,3047
456230,28,2,1,5,15,cant_loose,409920,5,6,0,2,0,2015-06-28 20:14:33.495,0.0,0.47442366024138416,3121
93504,2,15,5,5,55,champions,340022,6,20,0,22,1,2015-08-11 19:05:45.096,0.045454545454545456,0.9652537001033774,3077
564767,23,0,1,2,12,hibernating,259612,6,23,0,3,0,2015-08-27 18:24:26.126,0.0,0.47442366024138416,3061
638482,1,1258,5,5,55,champions,49446,1,21,0,37,0,2015-09-08 21:07:05.001,0.0,0.47442366024138416,3049
1331457,4,0,4,4,44,loyal_customers,355053,2,20,0,32,0,2015-09-15 22:19:22.920,0.0,0.47442366024138416,3042
804689,4,0,4,3,43,potential_loyalists,2105,1,3,0,42,0,2015-09-15 19:17:12.470,0.0,0.47442366024138416,3042
402079,4,0,4,2,42,potential_loyalists,330872,1,4,0,57,0,2015-09-15 17:00:49.074,0.0,0.47442366024138416,3042
1004608,5,0,3,3,33,need_attention,20858,5,17,0,21,0,2015-09-14 22:17:00.205,0.0,0.47442366024138416,3043
319766,4,6,4,5,45,loyal_customers,311929,0,19,0,88,1,2015-09-15 09:25:28.090,0.011363636363636364,0.9652537001033774,3043
902149,3,1,4,4,44,loyal_customers,247950,4,2,0,96,1,2015-09-16 17:52:41.942,0.010416666666666666,0.9652537001033774,3041
33048,31,0,1,1,11,hibernating,213763,1,19,0,2,0,2015-08-19 13:37:31.257,0.0,0.47442366024138416,3070
831220,2,1,5,4,54,champions,95467,6,0,0,131,1,2015-09-17 15:26:33.005,0.007633587786259542,0.9652537001033774,3040
820352,3,1,4,4,44,loyal_customers,197505,2,15,0,34,0,2015-09-16 14:30:24.617,0.0,0.47442366024138416,3041
393787,1,3,5,5,55,champions,73917,5,16,0,210,2,2015-09-16 17:36:42.113,0.009523809523809525,0.9864971220236449,3041
334336,3,18,4,5,45,loyal_customers,88098,2,13,0,243,3,2015-09-16 19:47:14.132,0.012345679012345678,0.9933208826644998,3041
17164,6,0,3,1,31,about_to_sleep,235048,6,0,0,24,0,2015-08-24 02:57:12.195,0.0,0.47442366024138416,3065
1359809,2,1,5,4,54,champions,369197,4,20,0,75,1,2015-09-03 15:59:08.242,0.013333333333333334,0.9652537001033774,3054
339560,4,3,4,5,45,loyal_customers,171815,6,21,0,119,3,2015-09-05 15:28:01.849,0.025210084033613446,0.9933208826644998,3052
542583,14,0,2,2,22,hibernating,435736,5,17,0,50,0,2015-09-05 04:07:01.733,0.0,0.47442366024138416,3053
106989,2,15,5,5,55,champions,58677,3,14,0,17,0,2015-09-14 03:28:34.995,0.0,0.47442366024138416,3044
946102,2,127,5,5,55,champions,360487,2,14,0,473,4,2015-09-17 14:36:08.067,0.008456659619450317,0.9962414011682074,3040
540236,4,0,4,2,42,potential_loyalists,254065,4,19,0,1,0,2015-09-04 19:35:37.275,0.0,0.47442366024138416,3053
851010,1,0,5,3,53,potential_loyalists,142466,6,19,0,1136,0,2015-09-18 02:44:22.448,0.0,0.47442366024138416,3040
83175,5,2,3,4,34,loyal_customers,312023,6,18,0,28,1,2015-09-14 00:09:49.369,0.03571428571428571,0.9652537001033774,3044
400831,2,36,5,5,55,champions,376383,4,19,0,13,0,2015-09-14 16:24:03.792,0.0,0.47442366024138416,3043
190385,2,3,5,5,55,champions,340093,5,12,0,401,3,2015-09-17 07:32:21.878,0.007481296758104738,0.9933208826644998,3041
857359,5,0,3,3,33,need_attention,132689,3,12,0,82,0,2015-09-14 03:31:16.619,0.0,0.47442366024138416,3044
804483,4,4,4,5,45,loyal_customers,456874,3,22,0,106,2,2015-08-27 05:37:05.850,0.018867924528301886,0.9864971220236449,3062
442970,15,2,2,5,25,cant_loose,169731,3,5,0,24,1,2015-09-04 21:20:40.203,0.041666666666666664,0.9652537001033774,3053
1017574,13,0,2,3,23,at_Risk,75311,4,17,0,8,0,2015-09-06 21:57:42.358,0.0,0.47442366024138416,3051
1329493,2,1,5,4,54,champions,432859,1,20,0,16,1,2015-09-17 19:32:40.155,0.0625,0.9652537001033774,3040
1398336,2,267,5,5,55,champions,34278,5,16,0,98,2,2015-09-15 12:28:56.680,0.02040816326530612,0.9864971220236449,3043
649156,6,6,3,5,35,loyal_customers,95426,5,16,0,242,3,2015-09-13 18:04:13.940,0.012396694214876033,0.9933208826644998,3044
218306,5,0,3,1,31,about_to_sleep,264662,2,17,0,48,0,2015-09-08 19:55:36.445,0.0,0.47442366024138416,3049
761541,4,0,4,2,42,potential_loyalists,338482,0,22,0,31,0,2015-09-15 20:28:42.429,0.0,0.47442366024138416,3042
152793,5,16,3,5,35,loyal_customers,218215,1,17,0,34,1,2015-09-10 17:58:27.684,0.029411764705882353,0.9652537001033774,3047
350566,1,6204,5,5,55,champions,115326,4,17,0,30,0,2015-09-08 02:43:56.539,0.0,0.47442366024138416,3050
777013,1,43,5,5,55,champions,4482,0,2,0,62,0,2015-09-17 16:35:23.700,0.0,0.47442366024138416,3040
694432,45,0,1,2,12,hibernating,119982,2,1,0,1,0,2015-08-05 01:02:21.593,0.0,0.47442366024138416,3084
777167,1,14,5,5,55,champions,393028,0,3,0,851,4,2015-09-17 22:40:17.238,0.004700352526439483,0.9962414011682074,3040
264846,46,0,1,1,11,hibernating,281922,3,18,0,6,0,2015-08-04 11:17:14.650,0.0,0.47442366024138416,3085
2656,6,38,3,5,35,loyal_customers,82576,2,13,0,79,1,2015-09-13 19:45:22.644,0.012658227848101266,0.9652537001033774,3044
573400,20,0,2,2,22,hibernating,216165,1,3,0,15,0,2015-08-30 02:50:31.516,0.0,0.47442366024138416,3059
831286,4,1,4,4,44,loyal_customers,95739,0,0,0,27,0,2015-09-13 17:48:08.852,0.0,0.47442366024138416,3044
687753,2,0,5,2,52,potential_loyalists,119953,5,2,0,16,0,2015-09-17 20:56:38.813,0.0,0.47442366024138416,3040
34112,1,0,5,1,51,new_customers,46443,1,17,0,159,0,2015-09-18 01:09:14.169,0.0,0.47442366024138416,3040
460262,118,0,1,2,12,hibernating,18375,1,2,0,2,0,2015-05-24 17:49:08.414,0.0,0.47442366024138416,3156
1013345,2,28,5,5,55,champions,290999,3,17,0,972,12,2015-09-17 12:12:54.274,0.012345679012345678,0.9996894423149736,3041
175709,2,53,5,5,55,champions,27736,0,19,0,81,2,2015-09-03 15:36:52.788,0.024691358024691357,0.9864971220236449,3054
658558,8,2,3,5,35,loyal_customers,230865,0,1,0,29,0,2015-08-11 18:41:04.955,0.0,0.47442366024138416,3077
1129558,2,1,5,4,54,champions,282569,1,22,0,161,0,2015-09-15 07:59:33.745,0.0,0.47442366024138416,3043
1109474,1,947,5,5,55,champions,182424,0,18,0,29,0,2015-09-14 02:12:20.636,0.0,0.47442366024138416,3044
780301,11,12,2,5,25,cant_loose,235673,1,16,0,67,3,2015-09-08 23:42:38.401,0.04477611940298507,0.9933208826644998,3049
336824,2,3,5,5,55,champions,50734,6,6,0,76,1,2015-09-17 16:41:06.375,0.013157894736842105,0.9652537001033774,3040
649143,48,0,1,2,12,hibernating,275586,4,14,0,9,0,2015-08-02 17:24:58.775,0.0,0.47442366024138416,3086
